state,t,p_clinton
FL,2016-03-04,0.5376344086021505
FL,2016-03-05,0.4943820224719101
FL,2016-03-07,0.5444444444444444
FL,2016-04-26,0.5764705882352941
FL,2016-05-02,0.5058823529411764
FL,2016-05-17,0.5058823529411764
FL,2016-05-17,0.5227272727272727
FL,2016-06-01,0.5172413793103449
FL,2016-06-03,0.49382716049382713
FL,2016-06-13,0.5384615384615384
FL,2016-06-15,0.5632183908045977
FL,2016-06-22,0.5176470588235295
FL,2016-06-26,0.5227272727272727
FL,2016-06-27,0.4891304347826087
FL,2016-06-27,0.4787234042553192
FL,2016-07-05,0.4675324675324675
FL,2016-07-08,0.5294117647058824
FL,2016-07-08,0.5324675324675324
FL,2016-07-09,0.47191011235955055
FL,2016-08-02,0.524390243902439
FL,2016-08-03,0.5
FL,2016-08-07,0.5324675324675324
FL,2016-08-10,0.5056179775280899
FL,2016-08-11,0.5294117647058824
FL,2016-08-13,0.5517241379310345
FL,2016-08-16,0.5777777777777777
FL,2016-08-19,0.4823529411764706
FL,2016-08-20,0.5121951219512195
FL,2016-08-21,0.5316455696202531
FL,2016-09-02,0.5
FL,2016-09-05,0.4942528735632184
FL,2016-09-08,0.5116279069767442
FL,2016-09-09,0.4835164835164835
FL,2016-09-12,0.5061728395061729
FL,2016-09-12,0.5212765957446809
FL,2016-09-13,0.5268817204301075
FL,2016-09-17,0.5119047619047619
FL,2016-09-17,0.5287356321839081
FL,2016-09-20,0.4943820224719101
FL,2016-09-25,0.4946236559139785
FL,2016-09-27,0.5113636363636364
FL,2016-09-28,0.5227272727272727
FL,2016-09-28,0.5053763440860215
FL,2016-09-29,0.5287356321839081
FL,2016-09-30,0.5189873417721519
FL,2016-10-03,0.5333333333333333
FL,2016-10-04,0.5172413793103449
FL,2016-10-07,0.532608695652174
FL,2016-10-10,0.5164835164835165
FL,2016-10-12,0.48863636363636365
FL,2016-10-12,0.5227272727272727
FL,2016-10-12,0.5157894736842106
FL,2016-10-12,0.5227272727272727
FL,2016-10-13,0.5217391304347826
FL,2016-10-17,0.5357142857142857
FL,2016-10-20,0.5168539325842697
FL,2016-10-20,0.5212765957446809
FL,2016-10-21,0.5164835164835165
FL,2016-10-21,0.5
FL,2016-10-22,0.524390243902439
FL,2016-10-22,0.48863636363636365
FL,2016-10-22,0.5161290322580645
FL,2016-10-24,0.5833333333333334
FL,2016-10-25,0.4772727272727273
FL,2016-10-25,0.5056179775280899
FL,2016-10-26,0.4772727272727273
FL,2016-10-26,0.5052631578947369
FL,2016-10-27,0.5454545454545454
FL,2016-10-27,0.5052631578947369
FL,2016-10-28,0.5054945054945055
FL,2016-10-29,0.5054945054945055
FL,2016-10-29,0.5104166666666666
FL,2016-10-30,0.4782608695652174
FL,2016-10-31,0.5157894736842106
FL,2016-11-01,0.4838709677419355
FL,2016-11-01,0.5212765957446809
FL,2016-11-02,0.5
FL,2016-11-03,0.5
FL,2016-11-04,0.5054945054945055
FL,2016-11-04,0.5108695652173914
FL,2016-11-05,0.5106382978723404
